date,season,venue,team1,team2,toss_winner,toss_decision,bat_first_team,winner,team1_last5_win_pct,team2_last5_win_pct,team1_h2h_win_pct,team2_h2h_win_pct,team1_home_away,team2_home_away,team1_won
2023-03-08,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Peshawar Zalmi,Quetta Gladiators,0.6,0.2,0.6,0.4,home,away,0
2023-03-09,2022/23,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.8,0.4666666666666667,0.5333333333333333,away,home,1
2023-03-10,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Multan Sultans,0.4,0.4,0.25,0.75,home,away,0
2023-03-11,2022/23,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.4,0.4,0.6,0.4,away,away,1
2023-03-12,2022/23,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.2,0.8,0.6666666666666666,0.33333333333333337,away,home,1
2023-03-12,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.6,0.47368421052631576,0.5263157894736843,home,home,1
2023-03-15,2022/23,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.4,0.6,0.4666666666666667,0.5333333333333333,away,home,1
2023-03-16,2022/23,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.6,0.5,0.5,away,away,1
2023-03-17,2022/23,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,Peshawar Zalmi,Lahore Qalandars,0.6,0.4,0.5625,0.4375,away,home,0
2023-03-18,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.4,0.6,0.5,0.5,home,away,1
2024-02-17,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Islamabad United,0.6,0.4,0.5,0.5,home,away,0
2024-02-18,2023/24,Multan Cricket Stadium,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Multan Sultans,0.6,0.4,0.5,0.5,home,away,1
2024-02-18,2023/24,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Quetta Gladiators,0.4,0.4,0.42857142857142855,0.5714285714285714,away,away,1
2024-02-19,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Quetta Gladiators,0.4,0.6,0.5625,0.4375,home,away,0
2024-02-20,2023/24,Multan Cricket Stadium,Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,Multan Sultans,0.4,0.8,0.46153846153846156,0.5384615384615384,away,home,0
2024-02-21,2023/24,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Multan Sultans,0.4,0.8,0.5294117647058824,0.47058823529411764,away,home,0
2024-02-21,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Karachi Kings,0.4,0.2,0.7222222222222222,0.2777777777777778,away,away,0
2024-02-22,2023/24,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,Quetta Gladiators,0.2,0.8,0.5294117647058824,0.47058823529411764,away,away,0
2024-02-23,2023/24,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.4,0.8,0.23076923076923078,0.7692307692307692,away,home,1
2024-02-24,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.4,0.4,0.3125,0.6875,home,away,0
2024-02-25,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.2,0.5294117647058824,0.47058823529411764,away,home,1
2024-02-25,2023/24,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.6,0.8,0.6363636363636364,0.36363636363636365,home,away,1
2024-02-26,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.2,0.5238095238095238,0.47619047619047616,away,away,1
2024-02-27,2023/24,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,0.0,0.5,0.5,away,home,1
2024-02-28,2023/24,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.6,0.2,0.3,0.7,home,away,0
2024-02-29,2023/24,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,Quetta Gladiators,0.6,0.6,0.3125,0.6875,home,away,0
2024-03-03,2023/24,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,0.4,0.5454545454545454,0.4545454545454546,away,home,1
2024-03-04,2023/24,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,Islamabad United,0.4,0.6,0.45454545454545453,0.5454545454545454,home,home,1
2024-03-05,2023/24,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.6,0.8,0.2857142857142857,0.7142857142857143,home,away,1
2024-03-06,2023/24,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Karachi Kings,0.8,0.4,0.7058823529411765,0.2941176470588235,away,away,0
2024-03-06,2023/24,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Lahore Qalandars,0.0,0.4,0.47058823529411764,0.5294117647058824,away,home,1
2024-03-07,2023/24,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.4,0.4,0.2857142857142857,0.7142857142857143,away,home,0
2024-03-08,2023/24,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,Peshawar Zalmi,0.8,0.6,0.5454545454545454,0.4545454545454546,home,away,1
2024-03-09,2023/24,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.2,0.2,0.29411764705882354,0.7058823529411764,away,home,0
2024-03-10,2023/24,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.6,0.6,0.5714285714285714,0.4285714285714286,away,home,0
2024-03-10,2023/24,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Quetta Gladiators,0.2,0.4,0.5294117647058824,0.47058823529411764,away,away,0
2024-03-11,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.8,0.4,0.6842105263157895,0.3157894736842105,away,home,1
2024-03-12,2023/24,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.6,0.4,0.6666666666666666,0.33333333333333337,away,away,1
2024-03-14,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Multan Sultans,0.8,0.6,0.3333333333333333,0.6666666666666667,away,away,0
2024-03-15,2023/24,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,Islamabad United,0.8,0.4,0.5,0.5,away,away,1
2024-03-16,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Islamabad United,0.6,0.8,0.5217391304347826,0.4782608695652174,away,away,0
2024-03-18,2023/24,"National Stadium, Karachi",Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,Islamabad United,0.6,0.8,0.5333333333333333,0.4666666666666667,away,away,0
2025-04-11,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Islamabad United,0.2,1.0,0.5,0.5,away,home,0
2025-04-12,2025,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Quetta Gladiators,0.2,0.6,0.43478260869565216,0.5652173913043479,away,home,1
2025-04-12,2025,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Karachi Kings,0.4,0.4,0.5833333333333334,0.41666666666666663,away,home,0
2025-04-13,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,Lahore Qalandars,0.2,0.4,0.5,0.5,away,away,1
2025-04-14,2025,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi,Islamabad United,bat,Islamabad United,Islamabad United,1.0,0.4,0.5,0.5,home,home,1
2025-04-15,2025,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.4,0.6,0.2777777777777778,0.7222222222222222,away,home,1
2025-04-16,2025,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,Islamabad United,1.0,0.4,0.5,0.5,home,away,1
2025-04-18,2025,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.4,0.4,0.3333333333333333,0.6666666666666667,home,away,1
2025-04-19,2025,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.2,0.4,0.3125,0.6875,home,away,1
2025-04-20,2025,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.6,1.0,0.2727272727272727,0.7272727272727273,home,away,0
2025-04-21,2025,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Karachi Kings,0.2,0.4,0.7,0.30000000000000004,away,home,0
2025-04-22,2025,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.2,0.4,0.5263157894736842,0.4736842105263158,home,away,1
2025-04-23,2025,Multan Cricket Stadium,Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,Islamabad United,0.2,1.0,0.47058823529411764,0.5294117647058824,home,away,0
2025-04-24,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,Peshawar Zalmi,0.4,0.2,0.4444444444444444,0.5555555555555556,home,away,0
2025-04-25,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Quetta Gladiators,0.2,0.6,0.631578947368421,0.368421052631579,away,away,1
2025-04-26,2025,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,Lahore Qalandars,0.2,0.4,0.55,0.44999999999999996,away,home,0
2025-04-27,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Quetta Gladiators,0.4,0.4,0.4583333333333333,0.5416666666666667,away,away,1
2025-04-29,2025,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Quetta Gladiators,0.2,0.6,0.6923076923076923,0.3076923076923077,away,away,0
2025-04-30,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Lahore Qalandars,0.6,1.0,0.47368421052631576,0.5263157894736843,home,away,1
2025-05-01,2025,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.4,0.2,0.46153846153846156,0.5384615384615384,away,away,1
2025-05-02,2025,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi,Islamabad United,bat,Islamabad United,Peshawar Zalmi,0.8,0.4,0.52,0.48,away,away,0
2025-05-03,2025,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,Quetta Gladiators,0.6,0.6,0.5263157894736842,0.4736842105263158,away,away,0
2025-05-04,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.6,0.6,0.3157894736842105,0.6842105263157895,home,away,0
2025-05-05,2025,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi,Multan Sultans,bat,Multan Sultans,Peshawar Zalmi,0.2,0.6,0.6470588235294118,0.3529411764705882,home,away,0
2025-05-07,2025,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,Quetta Gladiators,0.8,0.4,0.5,0.5,away,home,1
2025-05-17,2025,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,Karachi Kings,0.6,0.6,0.3333333333333333,0.6666666666666667,away,home,1
2025-05-18,2025,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,Quetta Gladiators,0.0,1.0,0.6428571428571429,0.3571428571428571,away,away,0
2025-05-18,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,Lahore Qalandars,0.4,0.6,0.42105263157894735,0.5789473684210527,away,home,1
2025-05-19,2025,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,Islamabad United,0.2,0.8,0.7391304347826086,0.26086956521739135,home,away,1
2025-05-21,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United,Quetta Gladiators,bat,Quetta Gladiators,Quetta Gladiators,1.0,0.2,0.5238095238095238,0.47619047619047616,away,away,1
2025-05-22,2025,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,Lahore Qalandars,0.6,0.6,0.7,0.30000000000000004,away,home,0
2025-05-23,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.2,0.5,0.5,home,away,1
2025-05-25,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,bat,Quetta Gladiators,Lahore Qalandars,1.0,0.8,0.47368421052631576,0.5263157894736843,away,home,0
2026-03-26,2026,"Gaddafi Stadium, Lahore",Lahore Qalandars,Hyderabad Kingsmen,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.5,0.5,0.5,home,unknown,1
2026-03-27,2026,"Gaddafi Stadium, Lahore",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,Karachi Kings,0.6,0.8,0.35,0.65,away,away,1
2026-03-28,2026,"Gaddafi Stadium, Lahore",Rawalpindiz,Peshawar Zalmi,Rawalpindiz,bat,Rawalpindiz,Peshawar Zalmi,0.5,0.4,0.5,0.5,unknown,away,0
2026-03-28,2026,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,Multan Sultans,0.2,0.0,0.5555555555555556,0.4444444444444444,away,away,0
2026-03-29,2026,"Gaddafi Stadium, Lahore",Quetta Gladiators,Hyderabad Kingsmen,Quetta Gladiators,bat,Quetta Gladiators,Quetta Gladiators,0.6,0.0,0.5,0.5,away,unknown,1
2026-03-29,2026,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Lahore Qalandars,bat,Lahore Qalandars,Karachi Kings,1.0,0.6,0.3333333333333333,0.6666666666666667,home,away,0
2026-04-01,2026,"Gaddafi Stadium, Lahore",Hyderabad Kingsmen,Multan Sultans,Hyderabad Kingsmen,bat,Hyderabad Kingsmen,Multan Sultans,0.0,0.2,0.5,0.5,unknown,away,0
2026-04-02,2026,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United,Quetta Gladiators,bat,Quetta Gladiators,Islamabad United,0.6,0.2,0.5454545454545454,0.4545454545454546,away,away,0
2026-04-02,2026,"Gaddafi Stadium, Lahore",Rawalpindiz,Karachi Kings,Karachi Kings,field,Rawalpindiz,Karachi Kings,0.0,0.6,0.5,0.5,unknown,away,0
2026-04-03,2026,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,Lahore Qalandars,0.8,0.4,0.47619047619047616,0.5238095238095238,home,away,1
2026-04-04,2026,"Gaddafi Stadium, Lahore",Rawalpindiz,Islamabad United,Islamabad United,field,Rawalpindiz,Islamabad United,0.0,0.4,0.5,0.5,unknown,away,0
2026-04-05,2026,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans,Multan Sultans,field,Quetta Gladiators,Multan Sultans,0.4,0.4,0.4,0.6,away,away,0
2026-04-06,2026,"Gaddafi Stadium, Lahore",Rawalpindiz,Multan Sultans,Multan Sultans,field,Rawalpindiz,Multan Sultans,0.0,0.6,0.5,0.5,unknown,away,0
2026-04-08,2026,"National Stadium, Karachi",Hyderabad Kingsmen,Peshawar Zalmi,Peshawar Zalmi,field,Hyderabad Kingsmen,Peshawar Zalmi,0.0,0.6,0.5,0.5,unknown,away,0
2026-04-09,2026,"National Stadium, Karachi",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Islamabad United,0.8,0.4,0.5238095238095238,0.47619047619047616,away,away,0
2026-04-09,2026,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.6,0.6363636363636364,0.36363636363636365,away,home,1
2026-04-10,2026,"National Stadium, Karachi",Quetta Gladiators,Rawalpindiz,Rawalpindiz,field,Quetta Gladiators,Quetta Gladiators,0.2,0.0,0.5,0.5,away,unknown,1
2026-04-11,2026,"National Stadium, Karachi",Karachi Kings,Hyderabad Kingsmen,Hyderabad Kingsmen,field,Karachi Kings,Hyderabad Kingsmen,0.6,0.0,0.5,0.5,home,unknown,0
2026-04-11,2026,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.6,0.55,0.44999999999999996,away,away,1
2026-04-12,2026,"National Stadium, Karachi",Islamabad United,Hyderabad Kingsmen,Hyderabad Kingsmen,field,Islamabad United,Hyderabad Kingsmen,0.6,0.2,0.5,0.5,away,unknown,0
2026-04-13,2026,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Peshawar Zalmi,Peshawar Zalmi,0.8,0.8,0.3888888888888889,0.6111111111111112,away,away,1
2026-04-15,2026,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Peshawar Zalmi,0.4,1.0,0.48,0.52,away,away,0
2026-04-16,2026,"National Stadium, Karachi",Rawalpindiz,Hyderabad Kingsmen,Hyderabad Kingsmen,field,Rawalpindiz,Hyderabad Kingsmen,0.0,0.4,0.5,0.5,unknown,unknown,0
2026-04-16,2026,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.6,0.6,0.25,0.75,home,away,0
2026-04-17,2026,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Quetta Gladiators,0.4,0.4,0.55,0.44999999999999996,away,away,0
2026-04-18,2026,"National Stadium, Karachi",Lahore Qalandars,Rawalpindiz,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.2,0.0,0.5,0.5,away,unknown,1
2026-04-19,2026,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,Peshawar Zalmi,1.0,0.4,0.5384615384615384,0.46153846153846156,away,away,1
2026-04-19,2026,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Multan Sultans,0.6,0.4,0.5,0.5,away,home,1
2026-04-21,2026,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.4,0.4,0.5238095238095238,0.47619047619047616,home,away,1
2026-04-21,2026,"National Stadium, Karachi",Rawalpindiz,Multan Sultans,Rawalpindiz,bat,Rawalpindiz,Multan Sultans,0.0,0.6,0.0,1.0,unknown,away,0
2026-04-22,2026,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi,Karachi Kings,bat,Karachi Kings,Peshawar Zalmi,0.2,1.0,0.34782608695652173,0.6521739130434783,away,away,0
2026-04-22,2026,"National Stadium, Karachi",Multan Sultans,Hyderabad Kingsmen,Hyderabad Kingsmen,field,Multan Sultans,Hyderabad Kingsmen,0.8,0.6,1.0,0.0,away,unknown,0
2026-04-23,2026,"National Stadium, Karachi",Islamabad United,Rawalpindiz,Rawalpindiz,field,Islamabad United,Rawalpindiz,0.8,0.0,1.0,0.0,away,unknown,0
2026-04-23,2026,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.4,0.0,0.3181818181818182,0.6818181818181819,home,away,0
2026-04-24,2026,"National Stadium, Karachi",Hyderabad Kingsmen,Islamabad United,Islamabad United,field,Hyderabad Kingsmen,Islamabad United,0.8,0.6,1.0,0.0,unknown,away,0
2026-04-25,2026,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,Lahore Qalandars,1.0,0.4,0.5714285714285714,0.4285714285714286,away,home,0
2026-04-25,2026,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Karachi Kings,0.4,0.2,0.6190476190476191,0.38095238095238093,away,away,0
2026-04-26,2026,"National Stadium, Karachi",Hyderabad Kingsmen,Rawalpindiz,Rawalpindiz,field,Hyderabad Kingsmen,Hyderabad Kingsmen,0.8,0.2,1.0,0.0,unknown,unknown,1
2026-04-26,2026,"National Stadium, Karachi",Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.6,0.6,0.47368421052631576,0.5263157894736843,away,away,0
2026-04-28,2026,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.8,0.6,0.5,0.5,away,away,1
2026-04-29,2026,"Gaddafi Stadium, Lahore",Multan Sultans,Hyderabad Kingsmen,Hyderabad Kingsmen,field,Multan Sultans,Hyderabad Kingsmen,0.4,0.8,0.5,0.5,away,unknown,0
2026-05-01,2026,"Gaddafi Stadium, Lahore",Hyderabad Kingsmen,Islamabad United,Islamabad United,field,Hyderabad Kingsmen,Hyderabad Kingsmen,0.8,0.6,0.5,0.5,unknown,away,1
2026-05-03,2026,"Gaddafi Stadium, Lahore",Hyderabad Kingsmen,Peshawar Zalmi,Peshawar Zalmi,field,Hyderabad Kingsmen,Peshawar Zalmi,0.8,0.8,0.0,1.0,unknown,away,0
